Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Playoffs,Losing_season
1980,Philadelphia 76ers,59,23,0.72,2.0,109.1,104.9,4.04,Y,N
1980,Washington Bullets,39,43,0.47600000000000003,22.0,107.0,109.5,-2.27,Y,Y
1980,New York Knicks,39,43,0.47600000000000003,22.0,114.0,115.1,-0.96,N,Y
1980,New Jersey Nets,34,48,0.415,27.0,108.3,109.5,-0.98,N,Y
1980,Atlanta Hawks,50,32,0.61,—,104.5,101.6,2.83,Y,N
1980,Houston Rockets,41,41,0.5,9.0,110.8,110.6,0.27,Y,N
1980,San Antonio Spurs,41,41,0.5,9.0,119.4,119.7,-0.24,Y,N
1980,Indiana Pacers,37,45,0.451,13.0,111.2,111.9,-0.54,N,Y
1980,Cleveland Cavaliers,37,45,0.451,13.0,114.1,113.8,0.43,N,Y
1980,Detroit Pistons,16,66,0.195,34.0,108.9,117.2,-7.57,N,Y
1980,Milwaukee Bucks,49,33,0.598,—,110.1,106.1,3.57,Y,N
1980,Kansas City Kings,47,35,0.573,2.0,108.0,104.9,2.82,Y,N
1980,Denver Nuggets,30,52,0.366,19.0,108.3,112.7,-4.22,N,Y
1980,Chicago Bulls,30,52,0.366,19.0,107.5,110.2,-2.63,N,Y
1980,Utah Jazz,24,58,0.293,25.0,102.4,108.4,-5.71,N,Y
1980,Los Angeles Lakers,60,22,0.732,—,115.1,109.2,5.4,Y,N
1980,Seattle SuperSonics,56,26,0.6829999999999999,4.0,108.5,103.8,4.24,Y,N
1980,Phoenix Suns,55,27,0.6709999999999999,5.0,111.1,107.5,3.25,Y,N
1980,Portland Trail Blazers,38,44,0.46299999999999997,22.0,102.5,103.3,-0.87,Y,Y
1980,San Diego Clippers,35,47,0.42700000000000005,25.0,107.6,111.7,-3.97,N,Y
1980,Golden State Warriors,24,58,0.293,36.0,103.6,108.0,-4.2,N,Y
1981,Boston Celtics,62,20,0.7559999999999999,—,109.9,104.0,6.05,Y,N
1981,Philadelphia 76ers,62,20,0.7559999999999999,—,111.7,103.8,7.76,Y,N
1981,New York Knicks,50,32,0.61,12.0,107.9,106.3,2.0,Y,N
1981,Washington Bullets,39,43,0.47600000000000003,23.0,105.6,105.6,0.42,N,Y
1981,New Jersey Nets,24,58,0.293,38.0,106.9,113.0,-5.15,N,Y
1981,Milwaukee Bucks,60,22,0.732,—,113.1,105.9,7.14,Y,N
1981,Chicago Bulls,45,37,0.5489999999999999,15.0,109.0,107.0,2.34,Y,N
1981,Indiana Pacers,44,38,0.537,16.0,107.6,106.2,1.72,Y,N
1981,Atlanta Hawks,31,51,0.37799999999999995,29.0,104.9,108.0,-2.37,N,Y
1981,Cleveland Cavaliers,28,54,0.341,32.0,105.7,110.6,-4.15,N,Y
1981,Detroit Pistons,21,61,0.256,39.0,99.7,106.0,-5.58,N,Y
1981,San Antonio Spurs,52,30,0.634,—,112.3,109.4,2.18,Y,N
1981,Kansas City Kings,40,42,0.488,12.0,106.9,106.9,-0.49,Y,Y
1981,Houston Rockets,40,42,0.488,12.0,108.3,107.9,-0.2,Y,Y
1981,Denver Nuggets,37,45,0.451,15.0,121.8,122.3,-0.95,N,Y
1981,Utah Jazz,28,54,0.341,24.0,101.2,107.1,-5.99,N,Y
1981,Dallas Mavericks,15,67,0.183,37.0,101.5,109.9,-8.33,N,Y
1981,Phoenix Suns,57,25,0.695,—,110.0,104.5,4.83,Y,N
1981,Los Angeles Lakers,54,28,0.659,3.0,111.2,107.3,3.27,Y,N
1981,Portland Trail Blazers,45,37,0.5489999999999999,12.0,110.7,109.8,0.52,Y,N
1981,Golden State Warriors,39,43,0.47600000000000003,18.0,109.8,111.0,-1.41,N,Y
1981,San Diego Clippers,36,46,0.439,21.0,106.5,108.1,-1.78,N,Y
1981,Seattle SuperSonics,34,48,0.415,23.0,104.0,105.7,-1.84,N,Y
1982,Boston Celtics,63,19,0.768,—,112.0,105.6,6.35,Y,N
1982,Philadelphia 76ers,58,24,0.7070000000000001,5.0,111.2,105.5,5.74,Y,N
1982,New Jersey Nets,44,38,0.537,19.0,106.7,106.0,0.87,Y,N
1982,Washington Bullets,43,39,0.524,20.0,103.5,102.6,1.06,Y,N
1982,New York Knicks,33,49,0.402,30.0,106.2,108.9,-2.15,N,Y
1982,Milwaukee Bucks,55,27,0.6709999999999999,—,108.4,102.9,5.38,Y,N
1982,Atlanta Hawks,42,40,0.512,13.0,101.0,100.5,0.81,Y,N
1982,Detroit Pistons,39,43,0.47600000000000003,16.0,111.1,112.0,-0.63,N,Y
1982,Indiana Pacers,35,47,0.42700000000000005,20.0,102.2,104.0,-1.49,N,Y
1982,Chicago Bulls,34,48,0.415,21.0,106.6,108.6,-1.57,N,Y
1982,Cleveland Cavaliers,15,67,0.183,40.0,103.2,111.7,-7.77,N,Y
1982,San Antonio Spurs,48,34,0.585,—,113.1,110.8,1.79,Y,N
1982,Denver Nuggets,46,36,0.561,2.0,126.5,126.0,0.13,Y,N
1982,Houston Rockets,46,36,0.561,2.0,105.9,105.9,-0.39,Y,N
1982,Kansas City Kings,30,52,0.366,18.0,107.1,110.2,-3.25,N,Y
1982,Dallas Mavericks,28,54,0.341,20.0,104.6,109.0,-4.48,N,Y
1982,Utah Jazz,25,57,0.305,23.0,110.9,116.6,-5.63,N,Y
1982,Los Angeles Lakers,57,25,0.695,—,114.6,109.8,4.37,Y,N
1982,Seattle SuperSonics,52,30,0.634,5.0,107.3,103.1,3.69,Y,N
1982,Phoenix Suns,46,36,0.561,11.0,106.2,102.7,3.05,Y,N
1982,Golden State Warriors,45,37,0.5489999999999999,12.0,110.9,109.8,0.8,N,N
1982,Portland Trail Blazers,42,40,0.512,15.0,109.8,109.2,0.39,N,N
1982,San Diego Clippers,17,65,0.207,40.0,108.5,115.9,-7.05,N,Y
1983,Philadelphia 76ers,65,17,0.7929999999999999,—,112.1,104.4,7.53,Y,N
1983,Boston Celtics,56,26,0.6829999999999999,9.0,112.1,106.7,5.34,Y,N
1983,New Jersey Nets,49,33,0.598,16.0,105.8,103.0,2.77,Y,N
1983,New York Knicks,44,38,0.537,21.0,100.0,97.5,2.58,Y,N
1983,Washington Bullets,42,40,0.512,23.0,99.2,99.3,0.2,N,N
1983,Milwaukee Bucks,51,31,0.622,—,106.6,102.2,4.32,Y,N
1983,Atlanta Hawks,43,39,0.524,8.0,101.6,102.6,-0.72,Y,N
1983,Detroit Pistons,37,45,0.451,14.0,112.7,113.1,-0.17,N,Y
1983,Chicago Bulls,28,54,0.341,23.0,111.0,115.9,-4.41,N,Y
1983,Cleveland Cavaliers,23,59,0.28,28.0,97.1,104.6,-6.78,N,Y
1983,Indiana Pacers,20,62,0.244,31.0,108.7,114.5,-5.36,N,Y
1983,San Antonio Spurs,53,29,0.6459999999999999,—,114.3,110.7,3.1,Y,N
1983,Denver Nuggets,45,37,0.5489999999999999,8.0,123.2,122.6,0.27,Y,N
1983,Kansas City Kings,45,37,0.5489999999999999,8.0,113.8,112.3,1.04,N,N
1983,Dallas Mavericks,38,44,0.46299999999999997,15.0,112.7,113.1,-0.7,N,Y
1983,Utah Jazz,30,52,0.366,23.0,109.0,113.2,-4.22,N,Y
1983,Houston Rockets,14,68,0.171,39.0,99.3,110.9,-11.12,N,Y
1983,Los Angeles Lakers,58,24,0.7070000000000001,—,115.0,109.5,5.06,Y,N
1983,Phoenix Suns,53,29,0.6459999999999999,5.0,107.0,102.0,4.61,Y,N
1983,Seattle SuperSonics,48,34,0.585,10.0,110.0,106.8,2.88,Y,N
1983,Portland Trail Blazers,46,36,0.561,12.0,107.4,105.3,1.88,Y,N
1983,Golden State Warriors,30,52,0.366,28.0,108.6,112.3,-3.48,N,Y
1983,San Diego Clippers,25,57,0.305,33.0,108.6,113.4,-4.61,N,Y
1984,Boston Celtics,62,20,0.7559999999999999,—,112.1,105.6,6.42,Y,N
1984,Philadelphia 76ers,52,30,0.634,10.0,107.8,105.6,2.39,Y,N
1984,New York Knicks,47,35,0.573,15.0,106.9,103.0,3.79,Y,N
1984,New Jersey Nets,45,37,0.5489999999999999,17.0,110.0,108.9,1.27,Y,N
1984,Washington Bullets,35,47,0.42700000000000005,27.0,102.7,105.6,-2.36,Y,Y
1984,Milwaukee Bucks,50,32,0.61,—,105.7,101.5,4.04,Y,N
1984,Detroit Pistons,49,33,0.598,1.0,117.1,113.5,3.52,Y,N
1984,Atlanta Hawks,40,42,0.488,10.0,101.5,102.8,-1.08,Y,Y
1984,Cleveland Cavaliers,28,54,0.341,22.0,102.3,106.5,-3.71,N,Y
1984,Chicago Bulls,27,55,0.32899999999999996,23.0,103.7,108.9,-4.69,N,Y
1984,Indiana Pacers,26,56,0.317,24.0,104.5,109.3,-4.25,N,Y
1984,Utah Jazz,45,37,0.5489999999999999,—,115.0,113.8,0.81,Y,N
1984,Dallas Mavericks,43,39,0.524,2.0,110.4,110.0,0.15,Y,N
1984,Denver Nuggets,38,44,0.46299999999999997,7.0,123.7,124.8,-1.27,Y,Y
1984,Kansas City Kings,38,44,0.46299999999999997,7.0,110.0,111.5,-1.62,Y,Y
1984,San Antonio Spurs,37,45,0.451,8.0,120.3,120.5,-0.5,N,Y
1984,Houston Rockets,29,53,0.354,16.0,110.6,113.7,-3.12,N,Y
1984,Los Angeles Lakers,54,28,0.659,—,115.6,111.8,3.32,Y,N
1984,Portland Trail Blazers,48,34,0.585,6.0,113.1,109.6,3.13,Y,N
1984,Seattle SuperSonics,42,40,0.512,12.0,108.1,108.3,-0.34,Y,N
1984,Phoenix Suns,41,41,0.5,13.0,111.0,110.1,0.65,Y,N
1984,Golden State Warriors,37,45,0.451,17.0,109.9,113.3,-3.35,N,Y
1984,San Diego Clippers,30,52,0.366,24.0,110.7,114.0,-3.21,N,Y
1985,Boston Celtics,63,19,0.768,—,114.8,108.1,6.47,Y,N
1985,Philadelphia 76ers,58,24,0.7070000000000001,5.0,112.9,108.8,4.17,Y,N
1985,New Jersey Nets,42,40,0.512,21.0,109.5,109.2,0.64,Y,N
1985,Washington Bullets,40,42,0.488,23.0,105.5,105.8,0.15,Y,Y
1985,New York Knicks,24,58,0.293,39.0,105.2,109.8,-4.09,N,Y
1985,Milwaukee Bucks,59,23,0.72,—,110.9,104.0,6.69,Y,N
1985,Detroit Pistons,46,36,0.561,13.0,116.0,113.5,2.73,Y,N
1985,Chicago Bulls,38,44,0.46299999999999997,21.0,108.7,109.6,-0.5,Y,Y
1985,Cleveland Cavaliers,36,46,0.439,23.0,108.6,111.3,-2.27,Y,Y
1985,Atlanta Hawks,34,48,0.415,25.0,106.6,108.1,-1.14,N,Y
1985,Indiana Pacers,22,60,0.268,37.0,108.3,114.5,-5.46,N,Y
1985,Denver Nuggets,52,30,0.634,—,120.0,117.6,2.05,Y,N
1985,Houston Rockets,48,34,0.585,4.0,111.2,109.5,1.38,Y,N
1985,Dallas Mavericks,44,38,0.537,8.0,111.2,109.0,1.8,Y,N
1985,Utah Jazz,41,41,0.5,11.0,109.0,109.1,-0.33,Y,N
1985,San Antonio Spurs,41,41,0.5,11.0,114.8,113.9,0.63,Y,N
1985,Kansas City Kings,31,51,0.37799999999999995,21.0,114.8,117.5,-2.71,N,Y
1985,Los Angeles Lakers,62,20,0.7559999999999999,—,118.2,110.9,6.48,Y,N
1985,Portland Trail Blazers,42,40,0.512,20.0,115.5,112.1,2.8,Y,N
1985,Phoenix Suns,36,46,0.439,26.0,108.0,110.1,-2.34,Y,Y
1985,Seattle SuperSonics,31,51,0.37799999999999995,31.0,102.1,107.6,-5.44,N,Y
1985,Los Angeles Clippers,31,51,0.37799999999999995,31.0,107.1,111.6,-4.55,N,Y
1985,Golden State Warriors,22,60,0.268,40.0,110.4,117.7,-7.21,N,Y
1986,Boston Celtics,67,15,0.8170000000000001,—,114.1,104.7,9.06,Y,N
1986,Philadelphia 76ers,54,28,0.659,13.0,110.4,108.0,2.46,Y,N
1986,Washington Bullets,39,43,0.47600000000000003,28.0,103.0,104.8,-1.28,Y,Y
1986,New Jersey Nets,39,43,0.47600000000000003,28.0,109.1,111.1,-1.39,Y,Y
1986,New York Knicks,23,59,0.28,44.0,98.7,104.3,-4.82,N,Y
1986,Milwaukee Bucks,57,25,0.695,—,114.5,105.5,8.69,Y,N
1986,Atlanta Hawks,50,32,0.61,7.0,108.6,106.2,2.59,Y,N
1986,Detroit Pistons,46,36,0.561,11.0,114.2,113.0,1.44,Y,N
1986,Chicago Bulls,30,52,0.366,27.0,109.3,113.1,-3.12,Y,Y
1986,Cleveland Cavaliers,29,53,0.354,28.0,107.8,110.6,-2.19,N,Y
1986,Indiana Pacers,26,56,0.317,31.0,103.9,107.2,-2.66,N,Y
1986,Houston Rockets,51,31,0.622,—,114.4,111.8,2.1,Y,N
1986,Denver Nuggets,47,35,0.573,4.0,114.8,113.5,0.89,Y,N
1986,Dallas Mavericks,44,38,0.537,7.0,115.3,114.2,0.7,Y,N
1986,Utah Jazz,42,40,0.512,9.0,108.2,108.5,-0.67,Y,N
1986,Sacramento Kings,37,45,0.451,14.0,108.8,111.9,-3.19,Y,Y
1986,San Antonio Spurs,35,47,0.42700000000000005,16.0,111.2,113.1,-2.06,Y,Y
1986,Los Angeles Lakers,62,20,0.7559999999999999,—,117.3,109.5,6.84,Y,N
1986,Portland Trail Blazers,40,42,0.488,22.0,115.1,114.0,0.61,Y,Y
1986,Phoenix Suns,32,50,0.39,30.0,110.0,113.0,-3.16,N,Y
1986,Los Angeles Clippers,32,50,0.39,30.0,108.6,115.5,-6.83,N,Y
1986,Seattle SuperSonics,31,51,0.37799999999999995,31.0,104.4,104.5,-0.47,N,Y
1986,Golden State Warriors,30,52,0.366,32.0,113.4,116.9,-3.59,N,Y
1987,Boston Celtics,59,23,0.72,—,112.6,106.0,6.57,Y,N
1987,Philadelphia 76ers,45,37,0.5489999999999999,14.0,106.5,106.6,0.11,Y,N
1987,Washington Bullets,42,40,0.512,17.0,106.0,107.3,-1.02,Y,N
1987,New Jersey Nets,24,58,0.293,35.0,108.5,113.5,-4.42,N,Y
1987,New York Knicks,24,58,0.293,35.0,103.8,110.0,-5.42,N,Y
1987,Atlanta Hawks,57,25,0.695,—,110.0,102.8,7.18,Y,N
1987,Detroit Pistons,52,30,0.634,5.0,111.2,107.8,3.51,Y,N
1987,Milwaukee Bucks,50,32,0.61,7.0,110.4,106.5,4.04,Y,N
1987,Indiana Pacers,41,41,0.5,16.0,106.1,106.7,-0.17,Y,N
1987,Chicago Bulls,40,42,0.488,17.0,104.8,103.9,1.26,Y,Y
1987,Cleveland Cavaliers,31,51,0.37799999999999995,26.0,104.4,108.2,-3.19,N,Y
1987,Dallas Mavericks,55,27,0.6709999999999999,—,116.7,110.4,5.54,Y,N
1987,Utah Jazz,44,38,0.537,11.0,107.9,107.5,0.04,Y,N
1987,Houston Rockets,42,40,0.512,13.0,106.9,105.9,0.6,Y,N
1987,Denver Nuggets,37,45,0.451,18.0,116.7,117.6,-1.14,Y,Y
1987,Sacramento Kings,29,53,0.354,26.0,110.9,114.1,-3.34,N,Y
1987,San Antonio Spurs,28,54,0.341,27.0,108.3,113.4,-5.09,N,Y
1987,Los Angeles Lakers,65,17,0.7929999999999999,—,117.8,108.5,8.32,Y,N
1987,Portland Trail Blazers,49,33,0.598,16.0,117.9,114.8,2.57,Y,N
1987,Golden State Warriors,42,40,0.512,23.0,112.0,114.4,-2.54,Y,N
1987,Seattle SuperSonics,39,43,0.47600000000000003,26.0,113.7,113.3,0.08,Y,Y
1987,Phoenix Suns,36,46,0.439,29.0,111.1,113.5,-2.63,N,Y
1987,Los Angeles Clippers,12,70,0.146,53.0,104.5,115.9,-11.0,N,Y
1988,Boston Celtics,57,25,0.695,—,113.6,107.7,6.15,Y,N
1988,Washington Bullets,38,44,0.46299999999999997,19.0,105.5,106.3,-0.16,Y,Y
1988,New York Knicks,38,44,0.46299999999999997,19.0,105.5,106.0,0.14,Y,Y
1988,Philadelphia 76ers,36,46,0.439,21.0,105.7,107.1,-0.79,N,Y
1988,New Jersey Nets,19,63,0.23199999999999998,38.0,100.4,108.5,-6.98,N,Y
1988,Detroit Pistons,54,28,0.659,—,109.2,104.1,5.46,Y,N
1988,Chicago Bulls,50,32,0.61,4.0,105.0,101.6,3.76,Y,N
1988,Atlanta Hawks,50,32,0.61,4.0,107.9,104.3,4.02,Y,N
1988,Milwaukee Bucks,42,40,0.512,12.0,106.1,105.5,1.21,Y,N
1988,Cleveland Cavaliers,42,40,0.512,12.0,104.5,103.7,1.28,Y,N
1988,Indiana Pacers,38,44,0.46299999999999997,16.0,104.6,105.4,-0.18,N,Y
1988,Denver Nuggets,54,28,0.659,—,116.7,112.7,3.32,Y,N
1988,Dallas Mavericks,53,29,0.6459999999999999,1.0,109.3,104.9,3.59,Y,N
1988,Utah Jazz,47,35,0.573,7.0,108.5,104.8,2.96,Y,N
1988,Houston Rockets,46,36,0.561,8.0,109.0,107.6,0.82,Y,N
1988,San Antonio Spurs,31,51,0.37799999999999995,23.0,113.6,118.5,-5.02,Y,Y
1988,Sacramento Kings,24,58,0.293,30.0,108.0,113.7,-5.84,N,Y
1988,Los Angeles Lakers,62,20,0.7559999999999999,—,112.8,107.0,4.81,Y,N
1988,Portland Trail Blazers,53,29,0.6459999999999999,9.0,116.1,111.5,3.59,Y,N
1988,Seattle SuperSonics,44,38,0.537,18.0,111.4,109.3,1.29,Y,N
1988,Phoenix Suns,28,54,0.341,34.0,108.5,113.0,-4.8,N,Y
1988,Golden State Warriors,20,62,0.244,42.0,107.0,115.3,-8.38,N,Y
1988,Los Angeles Clippers,17,65,0.207,45.0,98.8,109.1,-10.24,N,Y
1989,New York Knicks,52,30,0.634,—,116.7,112.9,3.62,Y,N
1989,Philadelphia 76ers,46,36,0.561,6.0,111.9,110.4,1.68,Y,N
1989,Boston Celtics,42,40,0.512,10.0,109.2,108.1,1.26,Y,N
1989,Washington Bullets,40,42,0.488,12.0,108.3,110.4,-1.77,N,Y
1989,New Jersey Nets,26,56,0.317,26.0,103.7,110.1,-5.69,N,Y
1989,Charlotte Hornets,20,62,0.244,32.0,104.5,113.0,-7.74,N,Y
1989,Detroit Pistons,63,19,0.768,—,106.6,100.8,6.24,Y,N
1989,Cleveland Cavaliers,57,25,0.695,6.0,108.8,101.2,7.95,Y,N
1989,Atlanta Hawks,52,30,0.634,11.0,111.0,106.1,5.26,Y,N
1989,Milwaukee Bucks,49,33,0.598,14.0,108.9,105.3,4.11,Y,N
1989,Chicago Bulls,47,35,0.573,16.0,106.4,105.0,2.13,Y,N
1989,Indiana Pacers,28,54,0.341,35.0,106.9,111.1,-3.0,N,Y
1989,Utah Jazz,51,31,0.622,—,104.7,99.7,4.01,Y,N
1989,Houston Rockets,45,37,0.5489999999999999,6.0,108.5,107.5,0.22,Y,N
1989,Denver Nuggets,44,38,0.537,7.0,118.0,116.3,0.91,Y,N
1989,Dallas Mavericks,38,44,0.46299999999999997,13.0,103.5,104.7,-1.79,N,Y
1989,San Antonio Spurs,21,61,0.256,30.0,105.5,112.8,-7.45,N,Y
1989,Miami Heat,15,67,0.183,36.0,97.8,109.0,-11.13,N,Y
1989,Los Angeles Lakers,57,25,0.695,—,114.7,107.5,6.38,Y,N
1989,Phoenix Suns,55,27,0.6709999999999999,2.0,118.6,110.9,6.84,Y,N
1989,Seattle SuperSonics,47,35,0.573,10.0,112.1,109.2,2.44,Y,N
1989,Golden State Warriors,43,39,0.524,14.0,116.6,116.9,-0.59,Y,N
1989,Portland Trail Blazers,39,43,0.47600000000000003,18.0,114.6,113.1,0.92,Y,Y
1989,Sacramento Kings,27,55,0.32899999999999996,30.0,105.5,111.0,-5.35,N,Y
1989,Los Angeles Clippers,21,61,0.256,36.0,106.2,116.2,-9.5,N,Y
1990,Philadelphia 76ers,53,29,0.6459999999999999,—,110.2,105.2,4.23,Y,N
1990,Boston Celtics,52,30,0.634,1.0,110.0,106.0,3.23,Y,N
1990,New York Knicks,45,37,0.5489999999999999,8.0,108.3,106.9,0.78,Y,N
1990,Washington Bullets,31,51,0.37799999999999995,22.0,107.7,109.9,-2.43,N,Y
1990,Miami Heat,18,64,0.22,35.0,100.6,110.3,-9.59,N,Y
1990,New Jersey Nets,17,65,0.207,36.0,100.1,108.0,-7.82,N,Y
1990,Detroit Pistons,59,23,0.72,—,104.3,98.3,5.41,Y,N
1990,Chicago Bulls,55,27,0.6709999999999999,4.0,109.5,106.2,2.74,Y,N
1990,Milwaukee Bucks,44,38,0.537,15.0,106.0,106.8,-1.06,Y,N
1990,Cleveland Cavaliers,42,40,0.512,17.0,102.6,102.9,-0.62,Y,N
1990,Indiana Pacers,42,40,0.512,17.0,109.3,109.1,-0.18,Y,N
1990,Atlanta Hawks,41,41,0.5,18.0,108.5,107.5,0.64,N,N
1990,Orlando Magic,18,64,0.22,41.0,110.9,119.8,-8.73,N,Y
1990,San Antonio Spurs,56,26,0.6829999999999999,—,106.3,102.8,3.58,Y,N
1990,Utah Jazz,55,27,0.6709999999999999,1.0,106.8,102.0,4.82,Y,N
1990,Dallas Mavericks,47,35,0.573,9.0,102.2,102.2,0.42,Y,N
1990,Denver Nuggets,43,39,0.524,13.0,114.6,113.2,1.56,Y,N
1990,Houston Rockets,41,41,0.5,15.0,106.7,105.3,1.71,Y,N
1990,Minnesota Timberwolves,22,60,0.268,34.0,95.2,99.4,-3.6,N,Y
1990,Charlotte Hornets,19,63,0.23199999999999998,37.0,100.4,108.2,-7.0,N,Y
1990,Los Angeles Lakers,63,19,0.768,—,110.7,103.9,6.74,Y,N
1990,Portland Trail Blazers,59,23,0.72,4.0,114.2,107.9,6.48,Y,N
1990,Phoenix Suns,54,28,0.659,9.0,114.9,107.8,7.09,Y,N
1990,Seattle SuperSonics,41,41,0.5,22.0,106.9,105.9,1.4,N,N
1990,Golden State Warriors,37,45,0.451,26.0,116.3,119.4,-2.55,N,Y
1990,Los Angeles Clippers,30,52,0.366,33.0,103.8,107.2,-2.8,N,Y
1990,Sacramento Kings,23,59,0.28,40.0,101.7,106.8,-4.41,N,Y
